name,region,variety,rating,notes
Adelsheim Caitlin's Reserve Chardonnay 2015,"Willamette Valley, Oregon",White Wine,92,"This vibrant, skillfully balanced Chardonnay shows aromas of star fruit on the nose, followed by hints of lemon curd and green fig on the palate. It would pair wonderfully with rich seafood and pasta dishes."
Adelsheim Chardonnay 1999,"Willamette Valley, Oregon",White Wine,86,"The Dijon Clones (40% of the blend) add a floral spiciness to the Chardonnay, melding beautifully with the figs and apples we get from the 108.  The wine is round, yet elegant, balanced, with a lovely, clean finish.  Classic matches for this wine include smoked foods of all kinds.  Drier versions of Thai peanut sauces also produce a desired combination."
Adelsheim Chardonnay 2007,"Willamette Valley, Oregon",White Wine,90,"This wine features spicy aromas and smooth smooth texture. Nutmeg and fig aromas slowly give way to Gravenstein apple and honeydew melon flavors. We've found that it pairs well with rich seafood and poultry dishes, as well as hard Alpine cheeses - (comt?, fontina, cave-aged gruy?re."
Adelsheim Chardonnay 2009,"Willamette Valley, Oregon",White Wine,91,"This Chardonnay features intense fruit character and a luscious texture. It offers fresh, crisp flavors of pear, white peach, star fruit and kiwi. It pairs well with rich seafood and poultry dishes, and hard Alpine cheeses - comt?, fontina, cave-aged gruy?re."
Adelsheim Chardonnay 2010,"Willamette Valley, Oregon",White Wine,90,"This Chardonnay features intense fruit character and a luscious texture. It offers fresh, crisp flavors of pear, white peach, star fruit and kiwi.  "
Adelsheim Chardonnay 2008,"Willamette Valley, Oregon",White Wine,91,"This Chardonnay features intense fruit character and a luscious texture. It offers fresh, crisp flavors of pear, white peach, star fruit and kiwi. It pairs well with rich seafood and poultry dishes, and hard Alpine cheeses - comte, fontina, cave-aged gruyere."
Adelsheim Elizabeth's Reserve Pinot Noir (1.5 Liter Magnum) 2012,"Willamette Valley, Oregon",Red Wine,92,"This wine is both elegant and intense, offering layered aromas of red raspberries, fresh Oregon strawberries, brown spice and cedar. Its aromas are reflected on a palate that speaks of purity and elegance, and is exceptionally balanced with silky tannins and a persistent finish. This wine will pair beautifully with the Pinot noir classics - lamb, duck, grilled salmon, and aged cheeses"
Adelsheim Elizabeth's Reserve Pinot Noir (1.5 Liter Magnum) 2013,"Willamette Valley, Oregon",Red Wine,91,"This wine is both elegant and intense, offering layered aromas of red raspberries, fresh Oregon strawberries, brown spice and cedar. Aromas reflected on the palate are pure and elegant, it is exceptionally balanced with silky tannins and a persistent finish. "
Adelsheim Elizabeth's Reserve Pinot Noir 1999,"Willamette Valley, Oregon",Red Wine,90,"As usual, this is a wine that, though quite approachable in its youth, will only show its best after years of aging.  Archetypal Lizzie flavors abound, a mix of pie-cherry and Indian spices (cinnamon, nutmeg, cardamom, etc).  As the vines have gotten older, each vintage seems more structured, but the gentle handling ensures a graceful, elegant Pinot Noir.  Given proper storage conditions, the wine should have at least a decades ageablility.  The wines bright fruit will marry well with classic pairings for the variety, such as lamb and grilled salmon."
Adelsheim Elizabeth's Reserve Pinot Noir 2002,"Willamette Valley, Oregon",Red Wine,93,"""I was bowled over by the depth, concentration, and seductive qualities exhibited by the 2002 Pinot Noir Elizabeth's Reserve.  Never before had I witnessed a wine from this estate of such opulence.  Medium to dark ruby-colored, it explodes from the glass with sweet blackberries and waxy dark cherries, spices, as well as a note of oak spice.  Broad, ample, lush, and beautifully pure, its intense flavor profile is awash in red and black fruits.  Projected maturity: now-2012."""
Adelsheim Elizabeth's Reserve Pinot Noir 2006,"Willamette Valley, Oregon",Red Wine,90,"Adelsheim first used the name ""Elizabeth's Reserve"" in 1986 to designate the blend of the best barrels of Pinot Noir. For a dozen intervening vintages, it designated a single vineyard wine, but since 2000, ""Elizabeth's Reserve"" has again been a ""best of winery"" reserve ? the best barrels from the best lots due to the coming of age of estate vineyards. With many lots, representing different soil types, clones, site climates, fermenter sizes, and barrel characteristics, winemaker Dave Paige must pull together those lots that best create a reserve-level wine, one that truly reflects the vintage and character of the north Willamette Valley. "
Adelsheim Elizabeth's Reserve Pinot Noir 2008,"Willamette Valley, Oregon",Red Wine,92,"This complex and intriguing wine offers layered aromas of red and black raspberries, fresh Oregon strawberries, brown spice and cedar. Its aromas are reflected on a palate that speaks of purity and elegance, and is exceptionally balanced with firm tannins and a persistent finish. This wine will pair beautifully with the Pinot noir classics - lamb, duck, grilled salmon, and aged cheeses."
Adelsheim Elizabeth's Reserve Pinot Noir 2009,"Willamette Valley, Oregon",Red Wine,90,"This wine is both elegant and intense, offering layered aromas of red raspberries, fresh Oregon strawberries, brown spice and cedar. Its aromas are reflected on a palate that speaks of purity and elegance, and is exceptionally balanced with silky tannins and a persistent finish. This wine will pair beautifully with the Pinot noir classics - lamb, duck, grilled salmon, and aged cheeses. "
Adelsheim Elizabeth's Reserve Pinot Noir 2010,"Willamette Valley, Oregon",Red Wine,91,"This wine is both elegant and intense, offering layered aromas of red raspberries, fresh Oregon strawberries, brown spice and cedar. Its aromas are reflected on a palate that speaks of purity and elegance, and is exceptionally balanced with silky tannins and a persistent finish. This wine will pair beautifully with the Pinot noir classics - lamb, duck, grilled salmon, and aged cheeses"
Adelsheim Elizabeth's Reserve Pinot Noir 2011,"Willamette Valley, Oregon",Red Wine,91,"The name ""Elizabeth's Reserve"" was first used in 1986 to designate the blend of our best barrels of Pinot noir. From 1987 until 1999 it designated a single vineyard wine, but in 2000 returned to a ""best of winery"" reserve - the best barrels from our best lots. Most of the fruit for this wine (65%) comes from five of our estate vineyards located on south-facing slopes of the Chehalem Mountains and Ribbon Ridge. With many wonderful lots representing different soil types, clones, site climates, fermenter sizes, and barrel characteristics, winemaker Dave Paige pulls together those that best create a reserve level wine, one that truly reflects the vintage and character of our corner of the Willamette Valley."
Adelsheim Elizabeth's Reserve Pinot Noir 2012,"Willamette Valley, Oregon",Red Wine,92,"This wine is both elegant and intense, offering layered aromas of red raspberries, fresh Oregon strawberries, brown spice and cedar. Its aromas are refl ected on a palate that speaks of purity andelegance, and is exceptionally balanced with silky tannins and a persistent fi nish."
Adelsheim Elizabeth's Reserve Pinot Noir 2013,"Willamette Valley, Oregon",Red Wine,91,"This wine is both elegant and intense, offering layered aromas of red raspberries, fresh Oregon strawberries, brown spice and cedar. Aromas reflected on the palate are pure and elegant, it is exceptionally balanced with silky tannins and a persistent finish."
Adelsheim Elizabeth's Reserve Pinot Noir 2014,"Willamette Valley, Oregon",Red Wine,91,"Elegant and intense, offering layered aromas of red raspberries, fresh Oregon strawberries, brown spice, and cedar. It is exceptionally balanced with silky tannins and a persistent finish. This wine would pair well with lamb, duck, salmon, and aged cheeses."
Adelsheim Elizabeth's Reserve Pinot Noir 2015,"Willamette Valley, Oregon",Red Wine,90,"Take home Willamette Valley history in a bottle. 2015 will be the capstone vintage of our iconic Elizabeth's Reserve Pinot noir. For nearly four decades the ""Lizzie"" has helped define the celebrated terroir of Willamette Valley Pinot noir. For this final vintage, Winemaker Gina Hennen, selected fruit from 13 of Willamette Valley's most exceptional vineyards throughout the Chehalem Mountains, Dundee Hills, and Eola-Amity Hills. This collectible vintage shows notes of blueberry, lavender, and delicate spice, flowing into the voluminous yet refined palate. Its elegant structure will develop gracefully as you age this special vintage for years to come. "
Adelsheim Goldschmidt Vineyard Pinot Noir 1999,"Willamette Valley, Oregon",Red Wine,90,"This Goldschmidt Vineyard Pinot Noir offers a bouquet of cherries, black raspberries, toast and chocolate. The luscious mouthfeel layers raspberries, black cherries, vanilla and subtle new oak, and is balanced by soft, sweet tannins and a long, complex finish. With the Adelsheim wines showing a lovely balance of fruit and acidity, this vintage should offer great aging potential, given proper storage conditions. This Pinot Noir is a lovely accompaniment to lamb, grilled salmon, pasta with red sauces, and chocolate torte. "
Adelsheim Pinot Blanc 1998,"Willamette Valley, Oregon",White Wine,87,"With loads of mineral qualities, and some lemon and vanilla (no oak, though), the wine's sleek personality is easy to see.  As a matter of fact, this Pinot blanc is the most approachable vintage Adelsheim has ever produced."
Adelsheim Pinot Blanc 1999,"Willamette Valley, Oregon",White Wine,85,"With loads of mineral qualities, and some lemon and vanilla (no oak, though), the wines sleek personality is easy to see.  As a matter of fact, this Pinot blanc is the most approachable vintage Adelsheim has ever produced."
Adelsheim Pinot Blanc 2001,"Willamette Valley, Oregon",White Wine,87,"With loads of mineral qualities, and some lemon and vanilla (no oak, though), the wines sleek personality is easy to see.  As a matter of fact, this Pinot blanc is the most approachable vintage Adelsheim has ever produced."
Adelsheim Pinot Gris 2001,Oregon,White Wine,91,"Crisp, bright fruit has been the hallmark of Adelsheim's Pinot gris wines; produced by our new winemaker Dave Paige, this vintage is one of our very best. The wine offers a lovely floral bouquet, winesap apple and Bosc pear fruit in the rich mouthfeel, and the spiciness (allspice and lemon zest) so typical of Oregon Pinot gris. Achieving a lovely balance of bright, nuanced fruit and intensity, this wine pairs beautifully with poached salmon, shellfish, bisques and spicy dishes. "
Adelsheim Pinot Gris 2008,"Willamette Valley, Oregon",White Wine,91,"Crisp, bright flavors have always been the hallmark of Adelsheim Pinot gris. In this 2008, you'll find hints of papaya, apples and pears. It pulls off the difficult feat of providing a gentle creaminess that lends a rich, mouthfilling texture and long finish, yet still impressing as a wine that's crisp and clean. Try it with mildly spicy foods (such as ceviche), not so mildly spicy Thai cuisine, rich fish entrees, and even classic oven-roasted fowl."
Adelsheim Pinot Gris 2009,"Willamette Valley, Oregon",White Wine,90,"Crisp, bright flavors have always been the hallmark of Adelsheim Pinot gris. In this 2009, you'll find hints of papaya, apples and pears. It pulls off the difficult feat of providing a gentle creaminess that lends a rich, mouthfilling texture and long finish, yet still impressing as a wine that's crisp and clean. Try it with mildly spicy foods (such as ceviche), not so mildly spicy Thai cuisine, rich fish entrees, and even classic oven-roasted fowl."
Adelsheim Pinot Gris 2010,"Willamette Valley, Oregon",White Wine,90,"Crisp, bright flavors have always been the hallmark of Adelsheim Pinot gris. In this 2009, you'll find hints of papaya, apples and pears. It pulls off the difficult feat of providing a gentle creaminess that lends a rich, mouthfilling texture and long finish, yet still impressing as a wine that's crisp and clean. Try it with mildly spicy foods (such as ceviche), not so mildly spicy Thai cuisine, rich fishentrees, and even classic oven-roasted fowl."
Adelsheim Pinot Gris 2011,"Willamette Valley, Oregon",White Wine,90,"Crisp, bright flavors have always been the hallmark of Adelsheim Pinot gris. In this 2011, you'll find hints of papaya, apples and pears. It pulls off the difficult feat of providing a gentle creaminess that lends a rich, mouthfilling texture and long finish, yet still impressing as a wine that's crisp and clean.  "
Adelsheim Pinot Gris 2012,"Willamette Valley, Oregon",White Wine,90,"Crisp, bright flavors have always been the hallmark of Adelsheim Pinot gris. In this 2012, you'll find hints of papaya, apples and pears. It pulls off the difficult feat of providing a gentle creaminess that lends a rich, mouthfilling texture and long finish, yet still impressing as a wine that's crisp and clean.  "
Adelsheim Pinot Gris 2013,"Willamette Valley, Oregon",White Wine,91,"Pinot gris originated in Burgundy, like the other members of the Pinot family, and has had a long history all over Europe. In recent times, versions from Alsace and northern Italy have been the best known. Oregon winegrowers introduced Pinot gris to New World viticulture and in 44 years the variety has become the principal white wine of Oregon. Adelsheim Vineyard was one of the very first producers of this variety outside of Europe. With this wine, our 30th vintage, our experience shows ? we've long been acknowledged as producing a reference standard for the ""Oregon style""."
Adelsheim Pinot Gris 2014,"Willamette Valley, Oregon",White Wine,91,"Pinot gris originated in Burgundy, like the other members of the Pinot family, and has had a long history all over Europe. In recent times, versions from Alsace and northern Italy have been the best known. Oregon winegrowers introduced Pinot gris to New World viticulture and in 44 years the variety has become the principal white wine of Oregon. Adelsheim Vineyard was one of the very first producers of this variety outside of Europe. With this wine, our 30th vintage, our experience shows ? we've long been acknowledged as producing a reference standard for the ""Oregon style""."
Adelsheim Pinot Gris (375ML half-bottle) 2008,"Willamette Valley, Oregon",White Wine,91,"Crisp, bright flavors have always been the hallmark of Adelsheim's Pinot gris. This 2008 shows its usual lovely floral bouquet. Bosc pear, peach and Winesap apple flavors dominate the fruit profile, with a bit of spiciness. This wine has incredible versitility, pairing with everything from very spicy foods (Thai) or strongly flavored foods (such as ceviche) to the more classic poached salmon, shellfish, bisques, and a traditional oven-roasted turkey"
Adelsheim Pinot Gris (375ML half-bottle) 2009,"Willamette Valley, Oregon",White Wine,90,"Crisp, bright flavors have always been the hallmark of Adelsheim Pinot gris. In this 2009, you'll find hints of papaya, apples and pears. It pulls off the difficult feat of providing a gentle creaminess that lends a rich, mouthfilling texture and long finish, yet still impressing as a wine that's crisp and clean. Try it with mildly spicy foods (such as ceviche), not so mildly spicy Thai cuisine, rich fish entrees, and even classic oven-roasted fowl."
Adelsheim Pinot Gris (375ML half-bottle) 2010,"Willamette Valley, Oregon",White Wine,90,"Crisp, bright flavors have always been the hallmark of Adelsheim Pinot gris. In this 2009, you'll find hints of papaya, apples and pears. It pulls off the difficult feat of providing a gentle creaminess that lends a rich, mouthfilling texture and long finish, yet still impressing as a wine that's crisp and clean.  "
Adelsheim Pinot Gris (375ML half-bottle) 2011,"Willamette Valley, Oregon",White Wine,90,"Crisp, bright flavors have always been the hallmark of Adelsheim Pinot gris. In this 2011, you'll find hints of papaya, apples and pears. It pulls off the difficult feat of providing a gentle creaminess that lends a rich, mouthfilling texture and long finish, yet still impressing as a wine that's crisp and clean.  "
Adelsheim Pinot Gris (375ML half-bottle) 2012,"Willamette Valley, Oregon",White Wine,90,"Crisp, bright flavors have always been the hallmark of Adelsheim Pinot gris. In this 2012, you'll find hints of papaya, apples and pears. It pulls off the difficult feat of providing a gentle creaminess that lends a rich, mouthfilling texture and long finish, yet still impressing as a wine that's crisp and clean.  "
Adelsheim Pinot Gris (375ML half-bottle) 2013,"Willamette Valley, Oregon",White Wine,91,"Pinot gris originated in Burgundy, like the other members of the Pinot family, and has had a long history all over Europe. Adelsheim Vineyard was one of the very first producers of this variety outside of Europe. With this wine, Adelsheim's 30th vintage, their experience shows - we've long been acknowledged as producing a reference standard for the ""Oregon style"". Crisp, bright flavors have always been the hallmark of  Adelsheim Pinot gris. Green fruits with a layer of creaminess that lends a rich mouthfilling texture and long finish. "
Adelsheim Pinot Gris (375ML half-bottle) 2014,"Willamette Valley, Oregon",White Wine,91,"Pinot gris originated in Burgundy, like the other members of the Pinot family, and has had a long history all over Europe. Adelsheim Vineyard was one of the very first producers of this variety outside of Europe. With this wine, Adelsheim's 30th vintage, their experience shows - we've long been acknowledged as producing a reference standard for the ""Oregon style"". Crisp, bright flavors have always been the hallmark of  Adelsheim Pinot gris. Green fruits with a layer of creaminess that lends a rich mouthfilling texture and long finish."
Adelsheim Pinot Noir 1998,"Willamette Valley, Oregon",Red Wine,89,"It is a rich, complex and incredibly fruity Pinot noir (raspberries and black cherries, with a little black pepper).  There is intense color and a long finish in the mouth, indicators that the wine will evolve nicely over the next 8 years or so.  The wine was aged in French oak barrels, 20% of them new."
Adelsheim Pinot Noir 2000,"Willamette Valley, Oregon",Red Wine,87,"It is a rich, complex and incredibly fruity Pinot noir (raspberries and black cherries, with a little black pepper).  There is intense color and a long finish in the mouth, indicators that the wine will evolve nicely over the next 8 years or so.  The wine was aged in French oak barrels, 20% of them new."
Adelsheim Pinot Noir 2005,"Willamette Valley, Oregon",Red Wine,89,"The intent Adelsheim brings to producing and blending the Willamette Valley Pinot noir is to unite the elements ? especially the fresh fruit flavors ? that typify Pinot noir in this region, albeit as tempered by the vagaries of the vintage.  By blending the diverse flavors and textures of multiple vineyards, Winemaker Dave Paige produces a richly supple and focused Pinot noir. "
Adelsheim Pinot Noir 2006,"Willamette Valley, Oregon",Red Wine,92,"""With its scents of oak and black cherry, this generous wine is lush and spicy. Its irresistible pillowy texture is enhanced by the pleasing, mild bitterness of the tannin. It has the heft for grilled salmon."""
Adelsheim Pinot Noir 2007,"Willamette Valley, Oregon",Red Wine,90,"With its wide variety of origins and clones, this wine displays both red and black fruit aromas of cherries and raspberries on the nose and the palate. In addition, a light touch of brown spices such as nutmeg, cinnamon, allspice, and even a little black pepper. It is elegantly textured with satiny, polished tannins showing in the finish."
Adelsheim Pinot Noir 2008,"Willamette Valley, Oregon",Red Wine,90,"With its broad array of origins and clones, this wine displays both red and black fruit aromas (cherries and raspberries), on the nose and the palate. In addition, one finds a light touch of brown spices (nutmeg, cinnamon, allspice). True to our house style, it is elegantly textured with satiny, polished tannins showing in the finish. Pair it with salmon or ahi, veal or pork, poultry (think duck) or beef, or hearty vegetarian entrees."
Adelsheim Pinot Noir 2009,"Willamette Valley, Oregon",Red Wine,91,"With its broad array of origins and clones, this wine displays red aromas (candied cherry, pomegranate and raspberry), on the nose and the palate. In addition, one finds a light touch of brown spices (nutmeg, cinnamon, all-spice). True to our house style, it is elegantly textured with seamlessly integrated, silky, polished tannins. Pair it with salmon or ahi, veal or pork, poultry (think duck) or beef, or hearty vegetarian entrees."
Adelsheim Pinot Noir 2010,"Willamette Valley, Oregon",Red Wine,90,"With its broad array of origins and clones, this wine displays red aromas (candied cherry, pomegranate and raspberry), on the nose and the palate. In addition, one finds a light touch of brown spices (nutmeg, cinnamon, all-spice). True to our house style, it is elegantly textured with seamlessly integrated, silky, polished tannins.  "
Adelsheim Pinot Noir 2012,"Willamette Valley, Oregon",Red Wine,92,"With its broad array of origins and clones, this wine displays red aromas (candied cherry, pomegranate and raspberry) on the nose and the palate. In addition, one finds a light touch of brown spices (nutmeg, cinnamon, all-spice). True to our house style, it is elegantly textured with seamlessly integrated, silky, polished tannins. "
Adelsheim Pinot Noir 2013,"Willamette Valley, Oregon",Red Wine,91,"With its broad array of origins and clones, this wine displays red aromas of candied cherry, pomegranate and raspberry on the nose and the palate. In addition, one finds a light touch of brown spices like nutmeg, cinnamon, all-spice. True to our house style, it is elegantly textured with seamlessly integrated, silky, polished tannins. "
Adelsheim Pinot Noir 2014,"Willamette Valley, Oregon",Red Wine,90,"With its broad array of origins and clones, this wine displaysaromas of candied cherry, pomegranate and raspberry on the nose and the palate as well as a light touch of nutmeg, cinnamon and allspice. True to Adelsheim's house style, it is elegantly textured with seamlessly integrated, silky, polished tannins."
Adelsheim Pinot Noir 2015,"Willamette Valley, Oregon",Red Wine,91,"With its broad array of origins and clones, this wine displays aromas of cocoa, pomegranate and raspberry on the nose and the palate as well as a light touch of nutmeg, cinnamon and allspice. True to our house style, it is elegantly textured with seamlessly integrated, silky, polished tannins. "
Adelsheim Pinot Noir 2016,"Willamette Valley, Oregon",Red Wine,90,"With its broad array of origins and clones, this 100% Pinot Noir displays aromas of cocoa, pomegranate and raspberry on the nose and the palate as well as a light touch of nutmeg, cinnamon and allspice. True to Adelsheim's house style, it is elegantly textured with seamlessly integrated, silky, polished tannins. "
Adelsheim Pinot Noir (375ML half-bottle) 2007,"Willamette Valley, Oregon",Red Wine,90,"With its wide variety of origins and clones, this wine displays both red and black fruit aromas of cherries and raspberries on the nose and the palate. In addition, a light touch of brown spices such as nutmeg, cinnamon, allspice, and even a little black pepper. It is elegantly textured with satiny, polished tannins showing in the finish. "
Adelsheim Pinot Noir (375ML half-bottle) 2008,"Willamette Valley, Oregon",Red Wine,90,"With its broad array of origins and clones, this wine displays both red and black fruit aromas (cherries and raspberries), on the nose and the palate. In addition, one finds a light touch of brown spices (nutmeg, cinnamon, allspice). True to our house style, it is elegantly textured with satiny, polished tannins showing in the finish. Pair it with salmon or ahi, veal or pork, poultry (think duck) or beef, or hearty vegetarian entrees."
Adelsheim Pinot Noir (375ML half-bottle) 2009,"Willamette Valley, Oregon",Red Wine,89,"With its broad array of origins and clones, this wine displays red aromas (candied cherry, pomegranate and raspberry), on the nose and the palate. In addition, one finds a light touch of brown spices (nutmeg, cinnamon, all-spice). True to our house style, it is elegantly textured with seamlessly integrated, silky, polished tannins.  "
Adelsheim Pinot Noir (375ML half-bottle) 2010,"Willamette Valley, Oregon",Red Wine,90,"With its broad array of origins and clones, this wine displays red aromas (candied cherry, pomegranate and raspberry), on the nose and the palate. In addition, one finds a light touch of brown spices (nutmeg, cinnamon, all-spice). True to our house style, it is elegantly textured with seamlessly integrated, silky, polished tannins.  "
Adelsheim Pinot Noir (375ML half-bottle) 2012,"Willamette Valley, Oregon",Red Wine,92,"With its broad array of origins and clones, this wine displays red aromas (candied cherry, pomegranate and raspberry) on the nose and the palate. In addition, one ? nds a light touch of brown spices (nutmeg, cinnamon, all-spice). True to our house style, it is elegantly textured with seamlessly  integrated, silky, polished tannins.  "
Adelsheim Pinot Noir (375ML half-bottle) 2013,"Willamette Valley, Oregon",Red Wine,91,"With its broad array of origins and clones, this wine displays red aromas pf candied cherry, pomegranate and raspberry on the nose and the palate. In addition, one finds a light touch of brown spices likw nutmeg, cinnamon, all-spice. True to our house style, it is elegantly textured with seamlessly integrated, silky, polishedtannins. "
Adelsheim Pinot Noir (375ML half-bottle) 2014,"Willamette Valley, Oregon",Red Wine,90,"With its broad array of origins and clones, this wine displays aromas of candied cherry, pomegranate and raspberry on the nose and the palate as well as a light touch of nutmeg, cinnamon and allspice. True to Adelsheim's house style, it is elegantly textured with seamlessly integrated, silky, polished tannins."
Adelsheim Pinot Noir (375ML half-bottle) 2015,"Willamette Valley, Oregon",Red Wine,91,"With its broad array of origins and clones, this wine displays aromas of cocoa, pomegranate and raspberry on the nose and the palate as well as a light touch of nutmeg, cinnamon and allspice. True to our house style, it is elegantly textured with seamlessly integrated, silky, polished tannins. "
Adelsheim Pinot Noir (375ML half-bottle) 2016,"Willamette Valley, Oregon",Red Wine,90,"With its broad array of origins and clones, this 2016 Pinot noir displays aromas of cocoa, pomegranate, and raspberry on the nose and the palate as well as a light touch of nutmeg, cinnamon, and allspice. True to our house style, it is elegantly textured with seamlessly integrated, silky, polished tannins. "
Adelsheim Pinot Noir (375ML half-bottle) 2017,"Willamette Valley, Oregon",Red Wine,90,"With its broad array of origins and clones, this 2017 Pinot noir displays aromas of cocoa, pomegranate, and raspberry on the nose and the palate as well as a light touch of nutmeg, cinnamon, and allspice. True to our house style, it is elegantly textured with seamlessly integrated, silky, polished tannins."
Adelsheim Pinot Noir (half-bottle) 1997,"Willamette Valley, Oregon",Red Wine,85,"This is a rich, complex and incredibly fruity Pinot Noir (raspberries and black cherries, with a little black pepper). There is intense color and a long finish in the mouth, indicators that the wine will evolve nicely over the next 8 years or so. The wine was aged in French oak barrels, 20% of them new."
Adelsheim Pinot Noir (half-bottle) 2000,"Willamette Valley, Oregon",Red Wine,87,"This is a rich, complex and incredibly fruity Pinot Noir (raspberries and black cherries, with a little black pepper). There is intense color and a long finish in the mouth, indicators that the wine will evolve nicely over the next 8 years or so. The wine was aged in French oak barrels, 20% of them new."
Adelsheim Staking Claim Chardonnay 2015,"Chehalem Mountains, Willamette Valley, Oregon",White Wine,91,"This 2015 Chardonnay opens with vivid aromas of lemon curd, Asian pear, white flowers, Bergamot orange zest, and cardamom. The flavors of lemon curd and Asian pear carry into the mouth, accompanied by a wet stone minerality. The firm structure and rich textural components linger on the palate."
Adelsheim Stoller Vineyard Clone 96 Chardonnay 1999,Oregon,White Wine,89,"In June of 2001, our staff (at Adelsheim) did a blind tasting of all the ""Dijon"" clone Chardonnays produced in Oregon. Two wines on the table were complete knockouts, with beautiful balance, luscious fruit and integrated oak. Were they Puligny-Montrachets that someone had thrown in as ringers? Instead, they were our two single-clone 1999 Chardonnays from Stoller Vineyard. As our vineyard manager, Andy Humphrey, said in mock understatement, ""I guess Oregon actually can make Chardonnay!"" Our first Clone 96 bottling offers a lovely bouquet of honey and French oak, along with floral and spice notes. The complex mouthfeel shows lemons, minerals and hazelnuts, beautifully balanced acidity, and an elegant finish. "
Adelsheim Stoller Vineyard Chardonnay 2000,Oregon,White Wine,92,"A new-wave Chardonnay, produced from early-ripening Burgundian clones planted at Stoller Vineyard in the Dundee Hills. This exceptional site yields grapes showing the complex flavors of white Burgundy. The wine layers lemons, citrus and hazelnuts, a rich mouthfeel with beautifully integrated oak, and a long, elegant finish."
Adelsheim Willamette Valley Chardonnay 2015,"Willamette Valley, Oregon",White Wine,91,"This 2015 Chardonnay features intense aromas of winesap apple, keffir lime, and white flowers with a vein of minerality. The palate shows tremendous balance between bright youthfulness and rich texture. This combination will allow the wine to pair beautifully with a wide range of foods. "
Adobe Road Apex Red Blend 2016,"Sonoma County, California",Red Wine,91,"Sonoma County is incredible Cabernet country, so using it as an anchor in a blend is exciting. Blue Dog Cabernet is the base for this wine at 50% and its location in Dry Creek Valley makes for fully ripe, rounded texture. Famighetti Vineyards¡¯ Syrah, from up above the valley floor, lends aromatic complexity and rich mouthfeel while the addition of Merlot, from further south in Carneros, helps reinforce a red-fruit balance of juicy acidity. The final element they needed to fill in some deeper notes of flavor and color was an inky drop of Petite Sirah from Rockpile vineyard in far northern Sonoma County!"
Adobe Road Apex Red Blend 2018,"Sonoma County, California",Red Wine,91,"Apex pours a dark purple-black into the glass. Licorice, plumbs, wet stones, and blackberries lead the way, with smoked meat and wild blueberries framed by medium-firm tannins. Very full-bodied and super smooth. 50% Cabernet Sauvignon (40% Blue Dog Vineyards, Dry Creek Valley, 10% Bavarian Lion Vineyards, Knights Valley) 23% Syrah, Rockpile, Jack Florence Sr. Vineyard) 20% Cabernet Franc, Bavarian Lion Vineyards, Knights Valley) 5% Petite Sirah, Rockpile, Branham Vineyards) 2% Petit Verdot, Bavarian Lion Vineyards, Knights Valley"
Adobe Road Bavarian Lion Vineyard Cabernet Sauvignon 2008,"Knights Valley, Sonoma County, California",Red Wine,93,"The Bavarian Lion Vineyard continues to produce Cabernet Sauvignon that is every bit as good as the neighboring Napa Valley just a few miles to the south. Our block of hillside fruit yields incredible concentration and depth while showcasing the ample sun exposure and volcanic soils of its Knights Valley terroir. Penetrating and exhilarating, the nose is a veritable candy shop of cocoa, coffee, black cherry, confectioner's sugar and maple syrup. Structured with zesty acidity and dusty tannins, the palate adds graphite, cedar, Kalamata olive and black currant compote to the beguiling mix of flavors. A classic Cabernet, it drinks beautifully now with a rib eye steak or rack of lamb, but will soften and develop nuance in the cellar over the next ten to fifteen years."
Adobe Road Bavarian Lion Vineyard Cabernet Sauvignon 2014,"Knights Valley, Sonoma County, California",Red Wine,92,"The Bavarian Lion Vineyard always showcases vibrant blue/black fruits with a tannin profile that is silky and smooth, yet firm in its youth. Knowing this about the vineyard it is important to showcase the fruit with tannins in proportion to the other flavor components."
Adobe Road Beckstoffer Georges III Cabernet Sauvignon 2008,"Napa Valley, California",Red Wine,94,"The grapes for this wine are sourced from the historic Beckstoffer Georges III Vineyard, which has been growing world-renowned Cabernet Sauvignon for 75 years. This site combines well-draining alluvial soils from the former creek bed with ideal sun exposure to yield wines with richness, fruit intensity and structure. "
Adobe Road Beckstoffer Georges III Cabernet Sauvignon 2009,"Napa Valley, California",Red Wine,91,"The 2009 edition of this wine has a deep purple color with a garnet rim, and fills the glass with enchanting aromas of cherry, red currant, caramel and dried thyme. The palate is fruit forward with plenty of brambly raspberry backed up by chewy, smoky tannins and just enough acidity to make your mouth water. The lengthy, elegant finish features black olive, roasted marshmallow and the signature dust of Rutherford. Although delicious and ready to drink now, this wine has the stuffing to last up to fifteen years in your cellar."
Adobe Road Cabernet Franc 2009,"Knights Valley, Sonoma County, California",Red Wine,91,"Aromatically exciting, the nose beckons with crushed wild blackberry, teak, leather, sweet basil and green tea leaves. On the palate, the wine is seamlessly balanced, with a laser-like focus of fresh acidity and soft, sweet tannins. Flavors of cranberry, persimmon, black plum, chocolate-covered strawberry and espresso bean play off of the sharp minerality and build to a persistent finish. This wine will drink well in its youth with a bit of air, or age gracefully in the cellar for five to seven years. Serve with roasted venison, elk or other gamey meats. "
Adobe Road Griffin's Lair Vineyard Pinot Noir 2017,"Petaluma Gap, Sonoma Coast, Sonoma County, California",Red Wine,91,This Petaluma Gap Pinot Noir is a full bodied example of the Griffin's Lair Vineyard. Dried strawberries and dark cherries meld with an earthy core. Details of baking spice and vanilla accentuate the broad mouthfeel and weight of this wine.
